"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2024-07-25","89.6","-1.32","5.84","Cease, Dylan",695578,656302,,"ball",,,,,13,"James Wood strikes out swinging.","R","L","R","WSH","SD","B",,,0,2,2024,"0.28","0.28","-1.06","0.99",,,,1,5,"Bot",,,,,,,0.03833904033489614,-130.3905874973342,-6.566356034324417,3.1917250810406097,26.332065919119607,-27.90256352384459,"3.68","1.66",,,,"89.6",2890,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.28",,,,,,,,34,3,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",20,"0","0.02",,,,"-0.02",,-3,-3,"0.154","0.154",28,21,29,22,2,1,5,1,6,1,"2.55","-0.28","0.28","42.8",,,,,
"SL","2024-07-25","89.2","-1.14","5.86","Cease, Dylan",695578,656302,,"swinging_strike",,,,,14,"James Wood strikes out swinging.","R","L","R","WSH","SD","S",,,0,1,2024,"0.14","0.33","0.18","1.07",,,,1,5,"Bot",,,,,,,2.9301295727789904,-129.82851959866676,-6.500259867876609,1.0525024171886999,25.816687327583683,-27.30041632704735,"3.86","1.78",,,,"89.4",2963,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.23",,,,,,,,34,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",82,"0","-0.057","68.3","8.7",,"0.057",,-3,-3,"0.154","0.154",28,21,29,22,2,1,5,1,6,1,"2.52","-0.14","0.14","48.0",21.367534103194412,-8.760025659165866,44.323939090875704,36.381458444975934,42.92322725046029
"KC","2024-07-25","82.1","-0.64","6.09","Cease, Dylan",695578,656302,,"called_strike",,,,,8,"James Wood strikes out swinging.","R","L","R","WSH","SD","S",,,0,0,2024,"0.38","-1.2","0.03","1.88",,,,1,5,"Bot",,,,,,,0.7808197352061859,-119.62779045548969,-0.6598770632445413,3.4510211732169696,23.900436461232097,-43.7505140079724,"3.74","1.81",,,,"82.2",2672,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.17",,,,,,,,34,1,"Knuckle Curve",0,3,0,3,3,0,0,3,"Infield shade","Standard",24,"0","-0.037",,,,"0.037",,-3,-3,"0.154","0.154",28,21,29,22,2,1,5,1,6,1,"4.58","-0.38","0.38","56.3",,,,,
"FF","2024-07-25","99.2","-0.67","6.3","Cease, Dylan",660766,656302,"field_out","hit_into_play",,,,,1,"Juan Yepez flies out, second baseman Xander Bogaerts to center fielder Jackson Merrill.","R","R","R","WSH","SD","X",4,"fly_ball",1,2,2024,"-0.39","1.63","-0.82","3.36",,,,0,5,"Bot",139.04,118.61,,,,,0.5099067001898947,-144.3583291199615,-6.453866737204441,-5.5992809062616935,33.120281632268316,-8.102283188540401,"3.45","1.68",208,"69",47,"99.2",2624,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.25",0.206,0.186,"0",1,0,0,3,33,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",193,"-0.025","-0.186","60.9","5.5",0.227,"0.186","88.0",-3,-3,"0.179","0.179",28,26,29,26,2,1,5,1,6,1,"0.68","0.39","0.39","57.2",3.619338705109714,-0.11185647356123103,24.911917687325722,24.240015499774415,19.280371486984368
"FF","2024-07-25","98.6","-0.68","6.27","Cease, Dylan",660766,656302,,"foul",,,,,12,"Juan Yepez flies out, second baseman Xander Bogaerts to center fielder Jackson Merrill.","R","R","R","WSH","SD","S",,,1,1,2024,"-0.04","1.32","0.86","2.63",,,,0,5,"Bot",,,,,,,4.278087822151125,-143.42914200814147,-7.5307300470233525,-1.512626233512036,31.614234769683424,-12.450889407616316,"3.45","1.68",239,"77.5",28,"98.9",2625,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.15",,,,,,,,33,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",192,"0","-0.056","72.5","7.0",,"0.056","88.0",-3,-3,"0.179","0.179",28,26,29,26,2,1,5,1,6,1,"1.02","0.04","0.04","55.1",-5.484277987071087,20.115260959212076,26.8955221701064,44.64289799397944,8.824935206264023
"SL","2024-07-25","88.2","-0.92","6.12","Cease, Dylan",660766,656302,,"foul",,,,,9,"Juan Yepez flies out, second baseman Xander Bogaerts to center fielder Jackson Merrill.","R","R","R","WSH","SD","S",,,1,0,2024,"0.3","0.07","0.59","2.01",,,,0,5,"Bot",,,,,,,3.046499005000975,-128.4313816769779,-4.0955880559227875,2.7330469876523784,25.132562236638094,-30.75024325529562,"3.45","1.68",3,"40.6",-31,"88.4",2795,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.22",,,,,,,,33,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",76,"0","-0.049","64.6","8.5",,"0.049","88.0",-3,-3,"0.179","0.179",28,26,29,26,2,1,5,1,6,1,"2.84","-0.3","-0.3","53.6",18.982753533720942,-29.3912450565502,29.16528847263245,40.14207005409738,42.12361331627138
"SL","2024-07-25","89.2","-0.92","6.13","Cease, Dylan",660766,656302,,"ball",,,,,14,"Juan Yepez flies out, second baseman Xander Bogaerts to center fielder Jackson Merrill.","R","R","R","WSH","SD","B",,,0,0,2024,"0.18","0.17","0.71","0.87",,,,0,5,"Bot",,,,,,,3.6430362540978436,-129.7776693804806,-7.308346630767438,1.3212288051911054,26.307889706984646,-28.980015708055923,"3.45","1.6",,,,"89.4",2831,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.17",,,,,,,,33,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",107,"0","0.038",,,,"-0.038",,-3,-3,"0.179","0.179",28,26,29,26,2,1,5,1,6,1,"2.69","-0.18","-0.18","54.6",,,,,
"FF","2024-07-25","98.4","-1.14","6.1","Cease, Dylan",608385,656302,"grounded_into_double_play","hit_into_play",,,,,14,"Jesse Winker grounds into a double play, third baseman Donovan Solano to shortstop Ha-Seong Kim to first baseman Jake Cronenworth. Lane Thomas out at 2nd. Jesse Winker out at 1st.","R","L","R","WSH","SD","X",5,"ground_ball",0,1,2024,"-0.19","1.34","0.88","2.34",,,657041,1,4,"Bot",109.94,147.4,,,,,5.904688372735961,-143.13195938682856,-7.874457091480254,-3.9000714072250604,31.062490763033527,-12.148526285269968,"3.46","1.63",100,"66",10,"98.7",2664,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.17",0.197,0.195,"0",1,0,0,2,29,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",188,"-0.053","-0.273","69.2","6.6",0.206,"0.273","88.0",-3,-3,"0.207","0.207",28,30,29,31,2,1,5,1,6,1,"1.01","0.19","-0.19","51.1",-2.4907913250401177,18.457066055905656,37.78489967715596,27.068547637732287,19.709460681387593
"FF","2024-07-25","97.7","-1.07","6.12","Cease, Dylan",608385,656302,,"foul",,,,,6,"Jesse Winker grounds into a double play, third baseman Donovan Solano to shortstop Ha-Seong Kim to first baseman Jake Cronenworth. Lane Thomas out at 2nd. Jesse Winker out at 1st.","R","L","R","WSH","SD","S",,,0,0,2024,"-0.16","1.45","0.49","2.84",,,657041,1,4,"Bot",,,,,,,4.5868643379563485,-142.15591557469315,-6.717048544389218,-3.2159563297188756,31.11915267863475,-11.213354599849275,"3.46","1.63",233,"72.9",32,"98.3",2643,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"53.97",,,,,,,,29,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",192,"0","-0.04","71.1","6.7",,"0.04","88.0",-3,-3,"0.207","0.207",28,30,29,31,2,1,5,1,6,1,"0.93","0.16","-0.16","53.6",6.414688411267631,21.092525562574682,33.21389736354997,30.890786512625304,21.254773504514183
"FF","2024-07-25","98.8","-0.6","6.15","Cease, Dylan",657041,656302,"walk","ball",,,,,14,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,3,2,2024,"-0.16","1.53","1.57","1.8",,,,1,4,"Bot",,,,,,,6.304487941957843,-143.5630488956618,-9.981986014787411,-3.64688359685392,32.25452665744729,-8.817810094430206,"3.14","1.49",,,,"99",2590,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.1",,0.689131,"0.7",1,0,0,,28,8,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",192,"0.027","0.348",,,,"-0.348",,-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"0.8","0.16","0.16","54.0",,,,,
"SL","2024-07-25","90","-0.68","6.05","Cease, Dylan",657041,656302,,"foul",,,,,9,"Lane Thomas walks.","R","R","R","WSH","SD","S",,,3,2,2024,"0.38","-0.05","0.29","1.8",,,,1,4,"Bot",,,,,,,1.5987846402494992,-131.10060590363764,-4.509745418287945,4.082152763719245,26.85265582930777,-32.06166730657136,"3.12","1.46",103,"70.4",72,"90.2",2717,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.2",,,,,,,,28,7,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",108,"0","0","58.7","7.1",,"0","88.0",-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"2.85","-0.38","-0.38","54.5",4.313095345125898,-0.3358780537478281,27.835546126564072,40.3429383265302,24.926479557935856
"SL","2024-07-25","90.1","-0.94","6.09","Cease, Dylan",657041,656302,,"foul",,,,,4,"Lane Thomas walks.","R","R","R","WSH","SD","S",,,3,2,2024,"0","0.16","-0.35","2.45",,,,1,4,"Bot",,,,,,,1.4588331485987596,-131.20638685848877,-3.423324197448858,-0.31736149150856807,27.77492963131485,-29.818887711422573,"3.12","1.46",141,"106.3",9,"90.1",2743,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.26",,,,,,,,28,6,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",94,"0","0","72.7","6.9",,"0","106.3",-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"2.64","0","0","52.1",14.486823517785917,-14.989248008804173,29.950173707755607,32.18087199314816,33.4285661388962
"FF","2024-07-25","97.8","-0.79","6.14","Cease, Dylan",657041,656302,,"foul",,,,,4,"Lane Thomas walks.","R","R","R","WSH","SD","S",,,3,1,2024,"-0.38","1.66","-0.3","1.99",,,,1,4,"Bot",,,,,,,2.184139591136085,-142.24310638985264,-9.53887365191981,-5.618303817106389,31.949272688564285,-7.646000709107135,"3.12","1.46",,,,"98.1",2654,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.05",,,,,,,,28,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",191,"0","-0.092","72.3","6.7",,"0.092",,-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"0.72","0.38","0.38","54.1",5.84379059247084,2.1641864482680244,41.71525585997539,33.442411035543074,22.444807818795066
"SL","2024-07-25","89.7","-0.71","6.04","Cease, Dylan",657041,656302,,"ball",,,,,14,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,2,1,2024,"0.12","0.24","1.23","0.04",,,,1,4,"Bot",,,,,,,4.544142043376341,-130.42080871909076,-9.415671396524028,0.518540740548657,25.372491078922135,-27.743357748283483,"3.14","1.5",,,,"90",2774,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.13",,,,,,,,28,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",90,"0","0.122",,,,"-0.122",,-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"2.58","-0.12","-0.12","53.4",,,,,
"SL","2024-07-25","90.5","-0.89","6.14","Cease, Dylan",657041,656302,,"ball",,,,,11,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,1,1,2024,"0.17","0.13","-0.79","4.04",,,,1,4,"Bot",,,,,,,-0.10604905575175907,-131.89796196572757,0.32384474091256266,1.9671052787573389,24.958828767556167,-30.919601655577146,"3.2","1.47",,,,"90.7",2857,"6.1",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.44",,,,,,,,28,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",111,"0","0.059",,,,"-0.059",,-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"2.62","-0.17","-0.17","52.8",,,,,
"SL","2024-07-25","89.2","-0.79","6.04","Cease, Dylan",657041,656302,,"ball",,,,,14,"Lane Thomas walks.","R","R","R","WSH","SD","B",,,0,1,2024,"0.37","0.08","0.97","-0.24",,,,1,4,"Bot",,,,,,,3.562059948370905,-129.61245628173378,-9.589999881413185,3.4268459992235933,25.772157452705365,-29.578217949656025,"3.26","1.5",,,,"89.3",2944,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.17",,,,,,,,28,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",125,"0","0.024",,,,"-0.024",,-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"2.78","-0.37","-0.37","50.0",,,,,
"FF","2024-07-25","99.4","-0.66","6.13","Cease, Dylan",657041,656302,,"swinging_strike",,,,,3,"Lane Thomas walks.","R","R","R","WSH","SD","S",,,0,0,2024,"-0.3","1.5","0.41","2.71",,,,1,4,"Bot",,,,,,,3.6330945406690627,-144.55692800463527,-7.498277298306766,-5.025661743163063,34.046709612903776,-9.532462191405777,"3.12","1.46",,,,"99.5",2727,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.13",,,,,,,,28,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",189,"0","-0.037","69.2","5.7",,"0.037",,-3,-3,"0.18","0.18",28,28,29,29,2,1,5,1,6,1,"0.81","0.3","0.3","53.5",-6.931712901073926,33.74890870646226,29.454795508298343,42.56077725320817,7.7024027211332085
"SL","2024-07-25","89.5","-1.02","6.01","Cease, Dylan",682928,656302,"field_out","hit_into_play",,,,,4,"CJ Abrams flies out to right fielder Bryce Johnson.","R","L","R","WSH","SD","X",9,"fly_ball",2,1,2024,"0.49","-0.11","-0.35","2.31",,,,0,4,"Bot",206,85.55,,,,,0.6171610037310421,-130.43969386017528,-2.938746501792438,5.493195621068122,25.23423481169984,-33.091275126056445,"3.54","1.6",341,"96.3",25,"89.8",2894,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.27",0.229,0.317,"0",1,0,0,5,27,4,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",80,"-0.023","-0.296","75.0","8.2",0.549,"0.296","96.3",-3,-3,"0.203","0.203",28,23,29,24,2,1,5,1,6,1,"2.93","-0.49","0.49","51.0",15.654416046795111,-15.455519843070975,26.270160158862804,43.72942480854768,38.77368984079647
"SL","2024-07-25","88.2","-1.11","5.96","Cease, Dylan",682928,656302,,"foul",,,,,8,"CJ Abrams flies out to right fielder Bryce Johnson.","R","L","R","WSH","SD","S",,,2,0,2024,"0.12","0.27","0","1.66",,,,0,4,"Bot",,,,,,,2.443715888940746,-128.4584905220704,-4.985122617662347,0.8639455850685565,25.120618466908116,-28.414797739255746,"3.54","1.6",4,"78.1",-26,"88.7",2718,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.07",,,,,,,,27,3,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",151,"0","-0.065","79.9","8.1",,"0.065","88.0",-3,-3,"0.203","0.203",28,23,29,24,2,1,5,1,6,1,"2.64","-0.12","0.12","51.2",21.203587675500415,-11.651661451330341,32.376392490444346,37.918068098353714,35.87370530983376
"FF","2024-07-25","98.1","-1.03","6.18","Cease, Dylan",682928,656302,,"ball",,,,,13,"CJ Abrams flies out to right fielder Bryce Johnson.","R","L","R","WSH","SD","B",,,1,0,2024,"-0.41","1.37","-1.23","1.77",,,,0,4,"Bot",,,,,,,0.4036270211288958,-142.67950789697403,-9.62618793200159,-5.66750430139073,31.391119393322928,-11.425579263173566,"3.54","1.7",,,,"98.3",2662,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.18",,,,,,,,27,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",189,"0","0.069",,,,"-0.069",,-3,-3,"0.203","0.203",28,23,29,24,2,1,5,1,6,1,"0.99","0.41","-0.41","51.3",,,,,
"SL","2024-07-25","87.8","-1.27","5.99","Cease, Dylan",682928,656302,,"ball",,,,,13,"CJ Abrams flies out to right fielder Bryce Johnson.","R","L","R","WSH","SD","B",,,0,0,2024,"0.43","0.05","-0.26","1.05",,,,0,4,"Bot",,,,,,,1.5531560233677475,-127.8213449042152,-5.971181938239606,4.460111799651754,24.25451159634181,-30.70609877971322,"3.61","1.64",,,,"88.1",2791,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.23",,,,,,,,27,1,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",121,"0","0.038",,,,"-0.038",,-3,-3,"0.203","0.203",28,23,29,24,2,1,5,1,6,1,"2.89","-0.43","0.43","49.1",,,,,
"SL","2024-07-25","88.6","-0.64","6.1","Cease, Dylan",696285,656302,"strikeout","swinging_strike",,,,,14,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","S",2,,2,2,2024,"0.36","0.23","0.81","1",,,,2,3,"Bot",,,,,,,2.8041626035863225,-129.03776790713084,-6.928311959834983,3.4530738952047146,24.777991841771488,-28.49927478930447,"3.35","1.52",,,,"88.9",2745,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.22",,0,"0",1,0,0,,23,5,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",78,"-0.009","-0.219","42.2","7.7",,"0.219",,-3,-3,"0.185","0.185",28,24,29,25,1,0,5,1,6,1,"2.65","-0.36","-0.36","54.2",11.660431551206461,-1.051469638438247,38.193086338159,46.56486035262376,29.786959749626078
"SL","2024-07-25","89.5","-0.8","6.1","Cease, Dylan",696285,656302,,"ball",,,,,14,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","B",,,1,2,2024,"0.25","0.44","0.86","1.32",,,,2,3,"Bot",,,,,,,3.5651547316424423,-130.2921856430939,-6.804522826183302,2.289886300460833,22.963871266191248,-26.110246502634133,"3.26","1.53",,,,"90.2",2887,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.15",,,,,,,,23,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",79,"0","0.039",,,,"-0.039",,-3,-3,"0.185","0.185",28,24,29,25,1,0,5,1,6,1,"2.37","-0.25","-0.25","52.5",,,,,
"SL","2024-07-25","90.1","-0.79","6.14","Cease, Dylan",696285,656302,,"ball",,,,,14,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","B",,,0,2,2024,"0.2","0.1","1.25","0.42",,,,2,3,"Bot",,,,,,,4.664587088966306,-131.01260412002645,-8.516062231201579,1.4292333051306911,25.15519737111071,-29.58107205799449,"3.32","1.53",,,,"90.6",2864,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.07",,,,,,,,23,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",95,"0","0.023",,,,"-0.023",,-3,-3,"0.185","0.185",28,24,29,25,1,0,5,1,6,1,"2.69","-0.2","-0.2","54.1",,,,,
"FF","2024-07-25","98.7","-0.73","6.28","Cease, Dylan",696285,656302,,"foul_tip",,,,,11,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","S",,,0,1,2024,"0.05","1.41","-0.35","3.65",,,,2,3,"Bot",,,,,,,0.9116748991597193,-143.7240759951232,-5.0140702812199445,0.4878842012270677,31.77008122675297,-11.656520228032244,"3.35","1.52",,,,"98.7",2679,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.34",,,,,,,,23,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",188,"0","-0.058","60.5","5.3",,"0.058",,-3,-3,"0.185","0.185",28,24,29,25,1,0,5,1,6,1,"0.92","-0.05","-0.05","55.3",-1.7966129110235511,28.505520386033005,27.405401806720764,33.293211628255165,13.722875386501824
"FF","2024-07-25","98.9","-0.63","6.24","Cease, Dylan",696285,656302,,"called_strike",,,,,6,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","S",,,0,0,2024,"-0.13","1.39","0.47","2.7",,,,2,3,"Bot",,,,,,,3.303761075369053,-144.00618627905678,-7.5251693630648235,-2.517413217328174,31.287340298897657,-11.232050801247105,"3.25","1.54",,,,"99.4",2583,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.11",,,,,,,,23,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",185,"0","-0.041",,,,"0.041",,-3,-3,"0.185","0.185",28,24,29,25,1,0,5,1,6,1,"0.92","0.13","0.13","61.7",,,,,
"SL","2024-07-25","87.7","-0.98","6.04","Cease, Dylan",545121,656302,"field_out","hit_into_play",,,,,4,"Ildemaro Vargas grounds out, second baseman Xander Bogaerts to first baseman Jake Cronenworth.","R","L","R","WSH","SD","X",4,"ground_ball",1,1,2024,"0.35","-0.21","-0.75","2.38",,,,1,3,"Bot",144.8,137.84,,,,,-0.15485256452728302,-127.87670276389744,-2.3413826917404976,3.8736705571519425,24.820786754424976,-34.26384693010425,"3.33","1.53",9,"89.7",-14,"88.1",2872,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.21",0.129,0.109,"0",1,0,0,2,22,3,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",70,"-0.016","-0.243","69.9","7.7",0.141,"0.243","89.7",-3,-3,"0.201","0.201",28,32,29,33,1,0,5,4,6,3,"3.15","-0.35","0.35","56.7",3.9820021030568706,-4.609517180585408,19.86123539261527,43.29927210782343,23.255207156760783
"SL","2024-07-25","88.2","-1.16","5.99","Cease, Dylan",545121,656302,,"ball",,,,,13,"Ildemaro Vargas grounds out, second baseman Xander Bogaerts to first baseman Jake Cronenworth.","R","L","R","WSH","SD","B",,,0,1,2024,"0.2","-0.08","-1.24","2.25",,,,1,3,"Bot",,,,,,,-0.5974208023551734,-128.49403011788002,-2.879609006517038,2.2992256075355813,25.521950104526965,-32.660162997982304,"3.36","1.42",,,,"88.3",2887,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.33",,,,,,,,22,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",71,"0","0.024",,,,"-0.024",,-3,-3,"0.201","0.201",28,32,29,33,1,0,5,4,6,3,"2.99","-0.2","0.2","48.5",,,,,
"FF","2024-07-25","98.1","-0.66","6.21","Cease, Dylan",545121,656302,,"foul",,,,,8,"Ildemaro Vargas grounds out, second baseman Xander Bogaerts to first baseman Jake Cronenworth.","R","L","R","WSH","SD","S",,,0,0,2024,"-0.03","1.69","0.07","1.89",,,,1,3,"Bot",,,,,,,2.0341241883315733,-142.59288401115506,-10.139766468114868,-0.8394211638071286,32.16951649501858,-6.966642629883169,"3.33","1.53",1,"81.2",-67,"98.4",2709,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.03",,,,,,,,22,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",185,"0","-0.037","69.2","6.8",,"0.037","88.0",-3,-3,"0.201","0.201",28,32,29,33,1,0,5,4,6,3,"0.68","0.03","-0.03","55.0",-5.831524535158663,18.375631835752202,27.404865375233335,34.00472926505219,12.987276951854934
"SL","2024-07-25","87.6","-1.1","5.94","Cease, Dylan",671277,656302,"strikeout","foul_tip",,,,,5,"Luis García Jr. strikes out on a foul tip.","R","L","R","WSH","SD","S",2,,2,2,2024,"0.09","0.35","-0.04","2.48",,,,0,3,"Bot",,,,,,,2.3758594561334783,-127.63778273301487,-3.0065816458779233,0.526844015093948,23.89118198957165,-27.990801285589104,"3.49","1.68",,,,"88",2904,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.26",,0,"0",1,0,0,,21,5,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",32,"-0.023","-0.227","71.6","8.2",,"0.227",,-3,-3,"0.224","0.224",28,24,29,24,1,0,5,1,6,1,"2.59","-0.09","0.09","45.1",16.046252866338644,-23.066099627643638,24.40285384807883,40.23982629688854,46.59197943872879
"SL","2024-07-25","89","-1.09","5.84","Cease, Dylan",671277,656302,,"ball",,,,,14,"Luis García Jr. strikes out on a foul tip.","R","L","R","WSH","SD","B",,,1,2,2024,"0.13","0.08","1.06","-0.22",,,,0,3,"Bot",,,,,,,5.002254822111176,-129.291362912529,-8.984153118895208,0.42260695592717995,26.21229866002862,-29.600486544903703,"3.47","1.58",,,,"89.1",2879,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.13",,,,,,,,21,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",75,"0","0.04",,,,"-0.04",,-3,-3,"0.224","0.224",28,24,29,24,1,0,5,1,6,1,"2.8","-0.13","0.13","48.5",,,,,
"FF","2024-07-25","97.4","-0.9","6.21","Cease, Dylan",671277,656302,,"called_strike",,,,,7,"Luis García Jr. strikes out on a foul tip.","R","L","R","WSH","SD","S",,,1,1,2024,"-0.28","1.58","-0.49","1.93",,,,0,3,"Bot",,,,,,,1.7381924008266305,-141.6304418694471,-9.624904923717121,-4.1617755959579235,31.609502090429363,-8.903644892834997,"3.43","1.59",,,,"97.6",2614,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.1",,,,,,,,21,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",193,"0","-0.056",,,,"0.056",,-3,-3,"0.224","0.224",28,24,29,24,1,0,5,1,6,1,"0.82","0.28","-0.28","51.7",,,,,
"SL","2024-07-25","87.4","-0.97","6.1","Cease, Dylan",671277,656302,,"swinging_strike",,,,,8,"Luis García Jr. strikes out on a foul tip.","R","L","R","WSH","SD","S",,,1,0,2024,"0.26","0.08","-0.01","1.85",,,,0,3,"Bot",,,,,,,1.7900228522207955,-127.3084639023862,-4.322958109029764,2.5172511977963055,24.125088802750202,-30.688779817640178,"3.49","1.68",,,,"87.7",2789,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.22",,,,,,,,21,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",105,"0","-0.049","78.2","8.3",,"0.049",,-3,-3,"0.224","0.224",28,24,29,24,1,0,5,1,6,1,"2.88","-0.26","0.26","53.2",19.75246289734509,-19.82940014902533,29.627244750615688,39.07234872362112,44.40203382503667
