"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2024-07-25","92.1","-1.16","6.04","Cease, Dylan",660766,656302,"field_out","hit_into_play",,,,,9,"Juan Yepez grounds out, third baseman Donovan Solano to first baseman Jake Cronenworth.","R","R","R","WSH","SD","X",5,"ground_ball",1,1,2024,"0.15","0.26","0.65","2.04",,682928,,2,7,"Bot",102.53,162.09,,,,,4.275618039619964,-134.0718545828464,-4.939888330978079,0.933315795273181,26.63342787171233,-28.24954061677199,"3.45","1.68",4,"71.7",-28,"92.5",2822,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.16",0.046,0.048,"0",1,0,0,2,49,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",149,"-0.031","-0.271","68.8","8.0",0.052,"0.271","88.0",-3,-3,"0.096","0.096",28,26,29,26,3,2,5,1,6,1,"2.41","-0.15","-0.15","54.3",8.901414371496259,-7.779514215600648,25.298210079872817,41.5760201773671,32.95029459579959
"SL","2024-07-25","91.2","-1.13","5.96","Cease, Dylan",660766,656302,,"swinging_strike",,,,,14,"Juan Yepez grounds out, third baseman Donovan Solano to first baseman Jake Cronenworth.","R","R","R","WSH","SD","S",,,1,0,2024,"0.04","0.27","0.41","0.91",,682928,,2,7,"Bot",,,,,,,3.783276365766163,-132.67203401447566,-7.427199885706813,-0.2538421193309125,25.999862149216156,-27.708045103495248,"3.45","1.68",,,,"91.4",2823,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.27",,,,,,,,49,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",161,"0","-0.043","74.9","8.7",,"0.043",,-3,-3,"0.096","0.096",28,26,29,26,3,2,5,1,6,1,"2.45","-0.04","-0.04","47.0",19.52936222041119,-25.242607274229695,36.07553364700776,39.116642508116726,42.417998429711645
"SL","2024-07-25","90.8","-1.05","6.03","Cease, Dylan",660766,656302,,"ball",,,,,14,"Juan Yepez grounds out, third baseman Donovan Solano to first baseman Jake Cronenworth.","R","R","R","WSH","SD","B",,,0,0,2024,"0.16","0.3","0.9","1.16",,682928,,2,7,"Bot",,,,,,,4.553726706941182,-132.25100209117645,-7.018300860668642,0.9989356128246791,24.492960748762325,-27.5324967496771,"3.53","1.6",,,,"91.7",2789,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54",,,,,,,,49,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",148,"0","0.014",,,,"-0.014",,-3,-3,"0.096","0.096",28,26,29,26,3,2,5,1,6,1,"2.43","-0.16","-0.16","52.3",,,,,
"SL","2024-07-25","90.2","-1.58","5.79","Cease, Dylan",608385,656302,"field_out","hit_into_play",,,,,8,"Jesse Winker flies out to left fielder Jurickson Profar.","R","L","R","WSH","SD","X",7,"fly_ball",1,2,2024,"0.03","0.35","0.13","1.55",,682928,,1,7,"Bot",57.04,123.61,,,,,4.191627967383,-131.2558356472247,-5.382036323160017,-0.4792452355978151,26.23628051536936,-27.172370501637197,"3.46","1.63",254,"83.9",46,"90.6",2730,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.07",0.006,0.007,"0",1,0,0,3,48,4,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",182,"-0.038","-0.185","65.8","7.5",0.013,"0.185","88.0",-3,-3,"0.134","0.134",28,30,29,31,3,2,5,1,6,1,"2.43","-0.03","0.03","38.9",7.042520011228506,4.095333529621103,35.676511385150384,35.680271100355455,28.528733849269308
"SL","2024-07-25","90.9","-1.29","5.79","Cease, Dylan",608385,656302,,"ball",,,,,14,"Jesse Winker flies out to left fielder Jurickson Profar.","R","L","R","WSH","SD","B",,,0,2,2024,"-0.03","0.3","1.51","0.86",,682928,,1,7,"Bot",,,,,,,7.118507462275731,-132.23635696168424,-7.208681258210666,-1.631573429557744,23.552521193933316,-27.436275694860505,"3.37","1.59",,,,"92",2787,"6.6",744827,669134,630105,593428,456781,673490,595777,701538,669369,"53.92",,,,,,,,48,3,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",160,"0","0.024",,,,"-0.024",,-3,-3,"0.134","0.134",28,30,29,31,3,2,5,1,6,1,"2.42","0.03","-0.03","41.3",,,,,
"FF","2024-07-25","97.7","-1.36","6.14","Cease, Dylan",608385,656302,,"foul",,,,,5,"Jesse Winker flies out to left fielder Jurickson Profar.","R","L","R","WSH","SD","S",,,0,1,2024,"-0.43","1.08","0.24","2.85",,682928,,1,7,"Bot",,,,,,,5.312108569233136,-142.20701110641807,-5.895030871864114,-6.963576653271683,29.111064577603695,-16.429839033597926,"3.46","1.63",124,"81.1",17,"98.3",2477,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.15",,,,,,,,48,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",194,"0","-0.065","66.7","6.0",,"0.065","88.0",-3,-3,"0.134","0.134",28,30,29,31,3,2,5,1,6,1,"1.29","0.43","-0.43","47.8",-5.1550446964679795,35.266623677341876,33.97487237744729,34.39647670982096,12.30143892269864
"KC","2024-07-25","84.1","-1.13","5.9","Cease, Dylan",608385,656302,,"called_strike",,,,,6,"Jesse Winker flies out to left fielder Jurickson Profar.","R","L","R","WSH","SD","S",,,0,0,2024,"0.32","-1.06","0.71","2.23",,682928,,1,7,"Bot",,,,,,,3.6547985646099956,-122.49906034322537,-0.028019412008574385,2.501261835242732,23.25888870789182,-43.129013615230065,"3.52","1.59",,,,"84.6",2675,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.02",,,,,,,,48,1,"Knuckle Curve",0,3,0,3,3,0,0,3,"Infield shade","Standard",26,"0","-0.036",,,,"0.036",,-3,-3,"0.134","0.134",28,30,29,31,3,2,5,1,6,1,"4.27","-0.32","0.32","48.4",,,,,
"SL","2024-07-25","88.7","-0.97","6.09","Cease, Dylan",657041,656302,"field_out","hit_into_play",,,,,5,"Lane Thomas grounds out softly, third baseman Donovan Solano to first baseman Jake Cronenworth. CJ Abrams to 2nd.","R","R","R","WSH","SD","X",5,"ground_ball",1,1,2024,"0.08","0.28","0.26","2.51",,,682928,0,7,"Bot",103.37,167.39,,,,,2.857430057045251,-129.2386970817085,-3.335014800902015,0.31921504162767933,24.7812039960566,-28.54374604061626,"3.12","1.46",2,"54.3",-53,"89.2",2669,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.15",0.234,0.253,"0",1,0,0,1,47,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",123,"-0.031","-0.345","67.7","6.5",0.241,"0.345","88.0",-3,-3,"0.165","0.165",28,28,29,29,3,2,5,1,6,1,"2.59","-0.08","-0.08","50.5",8.561404903746578,5.5326029596000215,24.05106492297891,39.39778814481434,21.137110316547407
"SL","2024-07-25","90.3","-0.9","6.02","Cease, Dylan",657041,656302,,"swinging_strike",,,,,9,"Lane Thomas grounds out softly, third baseman Donovan Solano to first baseman Jake Cronenworth. CJ Abrams to 2nd.","R","R","R","WSH","SD","S",,,1,0,2024,"0.22","0.33","0.78","1.86",,,682928,0,7,"Bot",,,,,,,3.7279970001185863,-131.5060560303149,-5.2039042152094,1.82630745812928,24.60474201607439,-27.47163917078845,"3.12","1.46",,,,"91",2669,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.1",,,,,,,,47,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",144,"0","-0.049","68.7","7.5",,"0.049",,-3,-3,"0.165","0.165",28,28,29,29,3,2,5,1,6,1,"2.43","-0.22","-0.22","51.2",17.900054127234963,-15.169408713813164,26.397008109894227,46.62072430706931,35.6760755619563
"SL","2024-07-25","89.1","-0.86","6.11","Cease, Dylan",657041,656302,,"blocked_ball",,,,,14,"Lane Thomas grounds out softly, third baseman Donovan Solano to first baseman Jake Cronenworth. CJ Abrams to 2nd.","R","R","R","WSH","SD","B",,,0,0,2024,"-0.02","0.31","0.46","-0.54",,,682928,0,7,"Bot",,,,,,,3.2889443714035953,-129.38270366844296,-10.922120552999338,-0.8992648203990589,27.05126117729297,-26.593606246501487,"3.24","1.47",,,,"89.1",2813,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.1",,,,,,,,47,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",150,"0","0.042",,,,"-0.042",,-3,-3,"0.165","0.165",28,28,29,29,3,2,5,1,6,1,"2.57","0.02","0.02","52.5",,,,,
"FF","2024-07-25","97.9","-1","6.17","Cease, Dylan",682928,656302,"walk","ball",,,,,13,"CJ Abrams walks.","R","L","R","WSH","SD","B",,,3,2,2024,"-0.15","1.37","-1.55","2.41",,,,0,7,"Bot",,,,,,,-1.1493140915833449,-142.5814668634502,-7.884866904012561,-1.8231899390620558,29.970751628733495,-11.928528203268208,"3.43","1.59",,,,"98.6",2617,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.08",,0.689131,"0.7",1,0,0,,46,6,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",191,"0.047","0.371",,,,"-0.371",,-3,-3,"0.118","0.118",28,23,29,24,3,2,5,1,6,1,"0.99","0.15","-0.15","52.7",,,,,
"FF","2024-07-25","100.1","-0.89","6.28","Cease, Dylan",682928,656302,,"ball",,,,,12,"CJ Abrams walks.","R","L","R","WSH","SD","B",,,2,2,2024,"-0.03","1.42","0.36","4.54",,,,0,7,"Bot",,,,,,,3.515660449523761,-145.83490362126648,-2.845143138171679,-1.0994328861417886,30.321635624130263,-11.31466900225475,"3.45","1.64",,,,"100.8",2646,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.17",,,,,,,,46,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",191,"0","0.107",,,,"-0.107",,-3,-3,"0.118","0.118",28,23,29,24,3,2,5,1,6,1,"0.83","0.03","-0.03","54.6",,,,,
"KC","2024-07-25","86.8","-0.93","6.03","Cease, Dylan",682928,656302,,"ball",,,,,14,"CJ Abrams walks.","R","L","R","WSH","SD","B",,,1,2,2024,"0.07","-0.79","0.89","0.41",,,,0,7,"Bot",,,,,,,4.235621482490795,-126.35675201187911,-5.709362583446605,-0.04889677669816106,23.76795089035957,-39.823916792081185,"3.49","1.63",,,,"87.4",2736,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.01",,,,,,,,46,4,"Knuckle Curve",0,3,0,3,3,0,0,3,"Infield shade","Standard",22,"0","0.04",,,,"-0.04",,-3,-3,"0.118","0.118",28,23,29,24,3,2,5,1,6,1,"3.8","-0.07","0.07","54.3",,,,,
"FF","2024-07-25","97.7","-0.97","6.2","Cease, Dylan",682928,656302,,"foul",,,,,5,"CJ Abrams walks.","R","L","R","WSH","SD","S",,,1,1,2024,"0.1","1.33","0.14","2.55",,,,0,7,"Bot",,,,,,,2.755206529392312,-142.2037389245063,-7.413127824038565,0.7110815901701965,32.21250025891994,-12.657422256421611,"3.54","1.6",278,"83.1",30,"97.8",2624,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.19",,,,,,,,46,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",184,"0","-0.056","67.7","6.5",,"0.056","88.0",-3,-3,"0.118","0.118",28,23,29,24,3,2,5,1,6,1,"1.06","-0.1","0.1","49.4",0.18254666919198925,21.436044071852503,30.951646552305707,36.45219908810993,16.340721925996558
"FF","2024-07-25","97.6","-1.13","6.23","Cease, Dylan",682928,656302,,"ball",,,,,12,"CJ Abrams walks.","R","L","R","WSH","SD","B",,,0,1,2024,"-0.46","1.34","0.1","4.62",,,,0,7,"Bot",,,,,,,4.359239626492278,-142.09889762962683,-1.9106507332023328,-7.192615918643569,32.05490157870937,-13.837064800470488,"3.48","1.53",,,,"97.7",2445,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.23",,,,,,,,46,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",192,"0","0.025",,,,"-0.025",,-3,-3,"0.118","0.118",28,23,29,24,3,2,5,1,6,1,"1.05","0.46","-0.46","49.1",,,,,
"SL","2024-07-25","90.2","-1.12","6.17","Cease, Dylan",682928,656302,,"called_strike",,,,,5,"CJ Abrams walks.","R","L","R","WSH","SD","S",,,0,0,2024,"0.17","-0.07","-0.06","2.82",,,,0,7,"Bot",,,,,,,2.2890871670853308,-131.41875981003915,-2.269905594021968,1.5228139366347977,26.8533882359558,-32.706901561206905,"3.57","1.7",,,,"90.3",2737,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.3",,,,,,,,46,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",95,"0","-0.037",,,,"0.037",,-3,-3,"0.118","0.118",28,23,29,24,3,2,5,1,6,1,"2.85","-0.17","0.17","49.3",,,,,
"FF","2024-07-25","100","-0.67","6.28","Cease, Dylan",696285,656302,"strikeout","swinging_strike",,,,,6,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","S",2,,1,2,2024,"-0.3","1.61","0.71","2.5",,,,2,6,"Bot",,,,,,,4.514506770970652,-145.40414906563583,-8.86204193113593,-5.26462190337922,33.6677256592648,-7.467591143621828,"3.35","1.52",,,,"100.3",2665,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.04",,0,"0",1,0,0,,41,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",195,"-0.01","-0.18","68.3","6.5",,"0.18",,-3,-3,"0.108","0.108",28,24,29,25,2,1,5,1,6,1,"0.67","0.3","0.3","53.5",-1.8622075573700771,27.338564377315286,33.51616375982255,45.473295170148134,13.897474878312877
"FF","2024-07-25","100.2","-0.73","6.24","Cease, Dylan",696285,656302,,"foul",,,,,2,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","S",,,1,2,2024,"-0.37","1.4","-0.11","2.93",,,,2,6,"Bot",,,,,,,2.598177032018539,-145.75026724442475,-7.10884166512129,-5.891697708025879,33.75236421111702,-10.717316776976146,"3.35","1.52",239,"78.7",48,"100.3",2773,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.17",,,,,,,,41,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",188,"0","0","64.2","6.2",,"0","88.0",-3,-3,"0.108","0.108",28,24,29,25,2,1,5,1,6,1,"0.87","0.37","0.37","53.3",3.9135741717116197,10.364589277254712,33.41306029513265,34.78671988209528,20.684306985145543
"FF","2024-07-25","98.7","-0.68","6.28","Cease, Dylan",696285,656302,,"swinging_strike",,,,,3,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","S",,,1,1,2024,"0.08","1.29","0.65","2.78",,,,2,6,"Bot",,,,,,,3.456175876666696,-143.58836401209848,-7.092471482223617,0.27593346620522163,32.31524985914435,-12.821930113725292,"3.35","1.52",,,,"98.8",2637,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.18",,,,,,,,41,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",191,"0","-0.064","69.8","6.9",,"0.064",,-3,-3,"0.108","0.108",28,24,29,25,2,1,5,1,6,1,"1.04","-0.08","-0.08","55.0",7.16943294648904,21.63906349144968,31.593697453514167,46.47022525287798,15.8098636308376
"SL","2024-07-25","90.7","-0.68","6.12","Cease, Dylan",696285,656302,,"ball",,,,,14,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","B",,,0,1,2024,"0.14","0.14","1.64","1.25",,,,2,6,"Bot",,,,,,,5.503604510857069,-131.9258457306511,-6.573722169040562,0.49311954218943344,26.752489348355187,-29.35120880408009,"3.23","1.48",,,,"90.9",2807,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.15",,,,,,,,41,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",85,"0","0.029",,,,"-0.029",,-3,-3,"0.108","0.108",28,24,29,25,2,1,5,1,6,1,"2.62","-0.14","-0.14","53.4",,,,,
"SL","2024-07-25","89.7","-0.9","6.03","Cease, Dylan",696285,656302,,"missed_bunt",,,,,14,"Jacob Young strikes out swinging.","R","R","R","WSH","SD","S",,,0,0,2024,"0.27","0.09","0.23","1.36",,,,2,6,"Bot",,,,,,,2.230277666629948,-130.72754925367678,-5.822461323827543,2.7164831926087,25.239633489926753,-30.2249495006219,"3.35","1.52",,,,"90.3",2821,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.11",,,,,,,,41,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",108,"0","-0.041","11.1","2.3",,"0.041",,-3,-3,"0.108","0.108",28,24,29,25,2,1,5,1,6,1,"2.72","-0.27","-0.27","49.8",-65.7704105075251,-74.50793141132283,77.58453050082576,43.174509915925015,38.44844440523555
"SL","2024-07-25","90.3","-1.11","6.05","Cease, Dylan",545121,656302,"strikeout","swinging_strike",,,,,11,"Ildemaro Vargas strikes out swinging.","R","L","R","WSH","SD","S",2,,3,2,2024,"0.23","0.13","-0.92","3.25",,,,1,6,"Bot",,,,,,,-0.031063830869673917,-131.60858001914445,-1.3225606879252736,2.7299444733333176,27.048907386305363,-30.556434965854297,"3.33","1.53",,,,"90.5",2745,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.27",,0,"0",1,0,0,,40,7,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",129,"-0.017","-0.332","56.9","5.6",,"0.332",,-3,-3,"0.125","0.125",28,32,29,33,2,1,5,4,6,3,"2.65","-0.23","0.23","50.3",-11.405576753825095,50.02701453659741,11.989462764472515,,
"FF","2024-07-25","98.8","-0.89","6.28","Cease, Dylan",545121,656302,,"foul",,,,,2,"Ildemaro Vargas strikes out swinging.","R","L","R","WSH","SD","S",,,3,2,2024,"-0.1","1.51","-0.11","2.99",,,,1,6,"Bot",,,,,,,2.3508861255775115,-143.78338992124395,-7.084772568460899,-1.8897029046551053,31.215521201202776,-9.819701556533223,"3.33","1.53",27,"96.7",-5,"99.4",2468,"6.5",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.05",,,,,,,,40,6,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",188,"0","0","61.3","5.8",,"0","96.7",-3,-3,"0.125","0.125",28,32,29,33,2,1,5,4,6,3,"0.82","0.1","-0.1","55.8",-9.158840975796418,35.16264613406786,20.847300911315145,35.1717734514384,5.282673271941419
"FF","2024-07-25","98.5","-0.83","6.2","Cease, Dylan",545121,656302,,"called_strike",,,,,3,"Ildemaro Vargas strikes out swinging.","R","L","R","WSH","SD","S",,,3,1,2024,"-0.08","1.38","0.61","3.1",,,,1,6,"Bot",,,,,,,4.115844740192801,-143.33876154064757,-6.210089023153042,-2.050482569454963,31.679322378013488,-11.841179125080885,"3.3","1.59",,,,"99",2522,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.06",,,,,,,,40,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",188,"0","-0.092",,,,"0.092",,-3,-3,"0.125","0.125",28,32,29,33,2,1,5,4,6,3,"0.96","0.08","-0.08","53.4",,,,,
"FF","2024-07-25","98.1","-0.87","6.18","Cease, Dylan",545121,656302,,"called_strike",,,,,4,"Ildemaro Vargas strikes out swinging.","R","L","R","WSH","SD","S",,,3,0,2024,"-0.18","1.63","-0.49","2.37",,,,1,6,"Bot",,,,,,,1.4591394034991123,-142.7470845018507,-8.639936098629404,-2.784809950765223,31.619986795425273,-8.14432340226297,"3.32","1.5",,,,"98.5",2505,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.06",,,,,,,,40,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",186,"0","-0.081",,,,"0.081",,-3,-3,"0.125","0.125",28,32,29,33,2,1,5,4,6,3,"0.73","0.18","-0.18","53.3",,,,,
"FF","2024-07-25","97.9","-0.92","6.21","Cease, Dylan",545121,656302,,"ball",,,,,11,"Ildemaro Vargas strikes out swinging.","R","L","R","WSH","SD","B",,,2,0,2024,"-0.2","1.46","-0.68","3.46",,,,1,6,"Bot",,,,,,,1.1217489433584442,-142.56555921476553,-5.344948637450633,-2.9953024443430945,32.096513904115035,-11.181598975358149,"3.23","1.49",,,,"98.2",2472,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.11",,,,,,,,40,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",186,"0","0.139",,,,"-0.139",,-3,-3,"0.125","0.125",28,32,29,33,2,1,5,4,6,3,"0.91","0.2","-0.2","51.8",,,,,
"KC","2024-07-25","82.5","-0.82","6.03","Cease, Dylan",545121,656302,,"ball",,,,,14,"Ildemaro Vargas strikes out swinging.","R","L","R","WSH","SD","B",,,1,0,2024,"0.28","-0.95","0.95","-0.12",,,,1,6,"Bot",,,,,,,3.4886144910330747,-120.0198538540469,-5.653641781576044,2.0411237273689515,23.242998410560194,-40.50676913782888,"3.21","1.47",,,,"82.9",2759,"6.6",744827,669134,630105,593428,456781,673490,595777,701538,669369,"53.91",,,,,,,,40,2,"Knuckle Curve",0,3,0,3,3,0,0,3,"Standard","Standard",23,"0","0.072",,,,"-0.072",,-3,-3,"0.125","0.125",28,32,29,33,2,1,5,4,6,3,"4.3","-0.28","0.28","57.1",,,,,
"FF","2024-07-25","98.7","-1.02","6.23","Cease, Dylan",545121,656302,,"ball",,,,,12,"Ildemaro Vargas strikes out swinging.","R","L","R","WSH","SD","B",,,0,0,2024,"-0.05","1.25","0.04","3.85",,,,1,6,"Bot",,,,,,,2.9972897162902563,-143.791885143439,-3.958727345292557,-1.3283836249647043,32.68693257693876,-14.090265861366667,"3.46","1.63",,,,"99",2462,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.18",,,,,,,,40,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",192,"0","0.039",,,,"-0.039",,-3,-3,"0.125","0.125",28,32,29,33,2,1,5,4,6,3,"1.08","0.05","-0.05","55.2",,,,,
"KC","2024-07-25","82.9","-0.77","6.16","Cease, Dylan",671277,656302,"field_out","hit_into_play",,,,,4,"Luis García Jr. grounds out, pitcher Dylan Cease to first baseman Jake Cronenworth.","R","L","R","WSH","SD","X",1,"ground_ball",0,0,2024,"-0.01","-1.19","-0.66","2.88",,,,0,6,"Bot",132.02,181.87,,,,,0.2821315994164397,-120.71821681398438,1.2919496382908993,-0.12992935456324242,22.970900075836653,-44.30606994639994,"3.49","1.68",2,"84.8",-48,"83",2527,"6.3",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.22",0.183,0.16,"0",1,0,0,2,39,1,"Knuckle Curve",0,3,0,3,3,0,0,3,"Standard","Standard",19,"-0.026","-0.254","73.8","7.1",0.214,"0.254","88.0",-3,-3,"0.151","0.151",28,24,29,24,2,1,5,1,6,1,"4.5","0.01","-0.01","56.6",5.20217807045167,5.179344642511602,24.032928276004302,45.88065326579141,26.391767116762196
"SL","2024-07-25","90.2","-1.11","6.03","Cease, Dylan",660688,656302,"field_out","hit_into_play",,,,,8,"Keibert Ruiz grounds out, first baseman Jake Cronenworth to pitcher Dylan Cease.","R","L","R","WSH","SD","X",3,"ground_ball",1,1,2024,"0.16","0.22","-0.22","1.56",,,,2,5,"Bot",151.26,159.04,,,,,1.8914582496233245,-131.4070151954454,-5.701914839572767,1.4749943075016927,24.86839434809992,-28.658568577944227,"3.37","1.57",23,"76.7",-2,"90.4",2899,"6.1",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.38",0.103,0.079,"0",1,0,0,2,35,3,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",97,"-0.01","-0.244","74.1","7.7",0.115,"0.244","88.0",-3,-3,"0.138","0.138",28,25,29,26,2,1,5,2,6,1,"2.55","-0.16","0.16","48.9",14.901647334205142,-21.936962236577607,37.13241510384004,34.06430310418307,44.16089859259411
"SL","2024-07-25","91","-1.2","5.95","Cease, Dylan",660688,656302,,"ball",,,,,13,"Keibert Ruiz grounds out, first baseman Jake Cronenworth to pitcher Dylan Cease.","R","L","R","WSH","SD","B",,,0,1,2024,"0.05","0.3","-0.09","0.77",,,,2,5,"Bot",,,,,,,2.6534553738748983,-132.42959376010725,-7.78306041001837,0.12730437282327445,25.877822452928328,-27.238725296369914,"3.47","1.57",,,,"91.1",2954,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.34",,,,,,,,35,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",139,"0","0.029",,,,"-0.029",,-3,-3,"0.138","0.138",28,25,29,26,2,1,5,2,6,1,"2.43","-0.05","0.05","49.0",,,,,
"FF","2024-07-25","97.5","-0.82","6.11","Cease, Dylan",660688,656302,,"called_strike",,,,,7,"Keibert Ruiz grounds out, first baseman Jake Cronenworth to pitcher Dylan Cease.","R","L","R","WSH","SD","S",,,0,0,2024,"-0.12","1.53","-0.63","1.96",,,,2,5,"Bot",,,,,,,0.7876718938088404,-141.7792605214089,-9.20001676154241,-1.802946156331463,29.99214901256827,-9.703632822056116,"3.45","1.59",,,,"97.9",2787,"6.4",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.12",,,,,,,,35,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",194,"0","-0.041",,,,"0.041",,-3,-3,"0.138","0.138",28,25,29,26,2,1,5,2,6,1,"0.86","0.12","-0.12","53.5",,,,,
"FF","2024-07-25","98.6","-0.78","6.23","Cease, Dylan",695578,656302,"strikeout","swinging_strike",,,,,2,"James Wood strikes out swinging.","R","L","R","WSH","SD","S",2,,1,2,2024,"-0.48","1.49","-0.12","3.94",,,,1,5,"Bot",,,,,,,2.9118142811715466,-143.56677175588908,-4.256716866042631,-7.266255789769408,32.54159918343555,-10.777986698786213,"3.86","1.78",,,,"98.6",2711,"6.2",744827,669134,630105,593428,456781,673490,595777,701538,669369,"54.3",,0,"0",1,0,0,,34,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",195,"-0.016","-0.182","78.9","6.5",,"0.182",,-3,-3,"0.154","0.154",28,21,29,22,2,1,5,1,6,1,"0.85","0.48","-0.48","48.7",7.2176166083400615,11.50735492117566,27.79874175845993,39.448913840911885,23.496621700402272
